source,target,relation
ref_agente-viajero-por-todo-el-pais,cat_personales,belongs_to
ref_esposa-e-hija-fotografia,cat_personales,belongs_to
ref_premio-nacional-de-letras-mexico-1970-firma-diaz-ordaz,cat_personales,belongs_to
ref_condecoracion-francisco-de-miranda-venezuela-carlos-andres-perez,cat_personales,belongs_to
ref_disco-voz-viva-de-mexico-lectura-de-cuentos,cat_personales,belongs_to
ref_el-llano-en-llamas-1953,cat_culturales,belongs_to
ref_nos-han-dado-la-tierra-cuento,cat_culturales,belongs_to
ref_la-vida-no-es-muy-seria-en-sus-cosas-cuento,cat_culturales,belongs_to
ref_pedro-paramo-novela,cat_culturales,belongs_to
ref_estructura-de-pedro-paramo-fantasmas-ruptura-de-tiempo-y-espacio,cat_culturales,belongs_to
ref_la-cordillera-titulo-de-proyecto-luego-cambiado,cat_culturales,belongs_to
ref_nueva-noveleta-cuentos-proyecto,cat_culturales,belongs_to
ref_fondo-de-cultura-economica-edicion,cat_culturales,belongs_to
ref_traducciones-multiples-edicion-alemana-frankfurt-feria,cat_culturales,belongs_to
ref_400000-ejemplares-llano-en-llamas,cat_culturales,belongs_to
ref_medio-millon-de-ejemplares-pedro-paramo,cat_culturales,belongs_to
ref_jose-maria-arguedas,cat_culturales,belongs_to
ref_juan-carlos-onetti,cat_culturales,belongs_to
ref_arturo-azuela,cat_culturales,belongs_to
ref_salvador-elizondo-el-hablador-elizondo,cat_culturales,belongs_to
ref_rafael-sanchez-ferlosio,cat_culturales,belongs_to
ref_juan-marse,cat_culturales,belongs_to
ref_julio-cortazar,cat_culturales,belongs_to
ref_mario-vargas-llosa,cat_culturales,belongs_to
ref_gabriel-garcia-marquez,cat_culturales,belongs_to
ref_william-faulkner-influencia-debatida,cat_culturales,belongs_to
ref_juan-rejano-romance,cat_culturales,belongs_to
ref_tve-programa-a-fondo-videoteca-de-la-memoria-literaria,cat_culturales,belongs_to
ref_fotografia-aficion,cat_culturales,belongs_to
ref_tequila-mencion-coloquial,cat_culturales,belongs_to
ref_rebelion-cristera-religiosidad-popularmatriarcal,cat_pensamiento,belongs_to
ref_matriarcado-en-movilizacion-cristera,cat_pensamiento,belongs_to
ref_iglesia-y-culto-cierre-de-templos,cat_pensamiento,belongs_to
ref_facultad-de-filosofia-y-letras-unam-estudios-de-literatura,cat_pensamiento,belongs_to
ref_dep-inmigracion-practicas-administrativas,cat_pensamiento,belongs_to
ref_guerra-de-independencia-bando-realista-vs-insurgente,cat_contexto,belongs_to
ref_felix-maria-calleja-mando-realista,cat_contexto,belongs_to
ref_rebelion-cristera-19261928,cat_contexto,belongs_to
ref_federales-vs-cristeros-guerrilla,cat_contexto,belongs_to
ref_saqueos-allanamientos-violaciones-violencia-posrevolucionaria,cat_contexto,belongs_to
ref_emigracion-a-tijuanamexicali-como-braceros,cat_contexto,belongs_to
ref_segunda-guerra-mundial-tripulaciones-alemanasitalianas,cat_contexto,belongs_to
ref_submarinos-alemanes-narrativa-oficial-del-hundimiento,cat_contexto,belongs_to
ref_feria-del-libro-de-frankfurt-presentacion-edicion-alemana,cat_contexto,belongs_to
ref_fundacion-rockefeller-beca-para-escribir-pedro-paramo,cat_contexto,belongs_to
ref_espana,cat_contexto,belongs_to
ref_mexico,cat_contexto,belongs_to
ref_jalisco,cat_contexto,belongs_to
ref_sayula-distrito,cat_contexto,belongs_to
ref_san-gabriel-municipio,cat_contexto,belongs_to
ref_apulco-pueblo,cat_contexto,belongs_to
ref_guadalajara,cat_contexto,belongs_to
ref_ciudad-de-mexico-distrito-federal,cat_contexto,belongs_to
ref_tijuana,cat_contexto,belongs_to
ref_mexicali,cat_contexto,belongs_to
ref_estados-unidos-frontera-braceros,cat_contexto,belongs_to
ref_segovia,cat_contexto,belongs_to
ref_avila,cat_contexto,belongs_to
ref_toledo,cat_contexto,belongs_to
ref_barcelona,cat_contexto,belongs_to
ref_girona,cat_contexto,belongs_to
ref_zona-romanica-espana,cat_contexto,belongs_to
