id,label,type,group,note
ref_revista-origenes,Revista Orígenes,reference,Culturales y artísticas,"…7 de febrero del año 35, a las once de la mañana íntimamente. Está muy bien. Ahí tenemos un poco entonces los orígenes, cuando está ya siendo un proyecto importante la vida de Severo Sarduy. Bueno, lo interesante en definitiva,…"
ref_revista-ciclon,Revista Ciclón,reference,Culturales y artísticas,…que publica Severo Sarduy cuando termina el bachillerato más o menos en Camagüey aparece dentro de la revista Ciclón que es una de las grandes revistas uno de los movimientos literarios más importante de la Cuba de su tiempo y…
ref_seix-barral-editorial,Seix Barral (editorial),reference,Culturales y artísticas,…scribiendo un nuevo libro no sé cuándo va a llegar ese libro saldrá publicado muy pronto también en España en Seix Barral se llama Maitreya Maitreya es el nombre del Buda que los budistas esperan los budistas consideran que el mens…
ref_tusquets-editores,Tusquets Editores,reference,Culturales y artísticas,…dola citemos ahora que en 1973 aparece el libro de poemas Big Bang Big Bang sí está publicado en Barcelona en Tusquets exacto sí apareció en 1974 en Barcelona había aparecido antes me parece en otra edición en Alemania en Aleman…
ref_barral-editores,Barral Editores,reference,Culturales y artísticas,…de dónde son los cantantes? es una novela que está prácticamente agotada si será reeditada muy pronto por Sex Barral en Barcelona Barral la rechazó cuando le fue presentada si de tal manera que se publicó primero en Francia me…
ref_premio-medicis-francia,Premio Médicis (Francia),reference,Culturales y artísticas,…me acuerdo pero es igual lo que importa es que lo han dicho luego el libro tuvo un premio literario el premio Médicis el premio Médicis se dice que es un soberbio triunfo en el plano del lenguaje le han llamado novela picaresca…
ref_jorge-luis-borges,Jorge Luis Borges,reference,Culturales y artísticas,…ta el 78 bueno veintitantos veintitantos años sí en este pretendiendo a los honores de la imprenta como diría Borges este poema pues yo lo pagué y es una hoja doblada que sirvió como es natural en casa después para hacer la li…
ref_la-celestina-fernando-de-rojas,La Celestina (Fernando de Rojas),reference,Culturales y artísticas,"…ás copio, que copio desenfadadamente y, por supuesto, a Santa Teresa, a Góngora, etcétera. Y demás está decir La Celestina y el Quijote. Pero son dos o tres libros y quizás algún sutra que leo, pues, cotidianamente, algún texto búdi…"
ref_don-quijote-de-la-mancha,Don Quijote de la Mancha,reference,Culturales y artísticas,"…o desenfadadamente y, por supuesto, a Santa Teresa, a Góngora, etcétera. Y demás está decir La Celestina y el Quijote. Pero son dos o tres libros y quizás algún sutra que leo, pues, cotidianamente, algún texto búdico. Pero mi l…"
ref_luis-de-gongora,Luis de Góngora,reference,Culturales y artísticas,"…o, que es el autor que más leo y que más copio, que copio desenfadadamente y, por supuesto, a Santa Teresa, a Góngora, etcétera. Y demás está decir La Celestina y el Quijote. Pero son dos o tres libros y quizás algún sutra que…"
ref_santa-teresa-de-jesus,Santa Teresa de Jesús,reference,Culturales y artísticas,"…a de la santera que dijo... Sí, sí, es rigurosamente cierto. ...de aquel niño, hay que ponerle una medalla de Santa Teresa de Jesús, porque este niño va a ser escritor. Sí, lo más importante en esta profecía es el buen gusto literar…"
ref_gertrudis-gomez-de-avellaneda,Gertrudis Gómez de Avellaneda,reference,Culturales y artísticas,"…n literaria en Camagüey, y Camagüey dio a las letras de España una gran escritora, que fue Gertrudes Gómez de Avellaneda, una escritora romántica, una poetisa. Hay uno de los juegos a los que tan aficionado es Severo Sarduy, inclu…"
ref_luis-cernuda,Luis Cernuda,reference,Culturales y artísticas,…blicó pues en el momento en que no era tan frecuente que fueran publicados a Juan Ramón Jiménez a Alexandre a Cernuda etc esta revista fue Orígenes y su director uno de sus dos directores fue José Lezán Malimos yo creo que con…
ref_juan-ramon-jimenez,Juan Ramón Jiménez,reference,Culturales y artísticas,…te por ejemplo una revista que publicó pues en el momento en que no era tan frecuente que fueran publicados a Juan Ramón Jiménez a Alexandre a Cernuda etc esta revista fue Orígenes y su director uno de sus dos directores fue José Lezán Ma…
ref_cesar-vallejo,César Vallejo,reference,Culturales y artísticas,…erse porque creo que esta decisión no se toma nunca se va a París por un fin de semana siempre y después como Vallejo se dice yo moriré en París con Aguacero un día del que tengo ya el recuerdo ¿fuiste para un fin de semana? no…
ref_julio-cortazar,Julio Cortázar,reference,Culturales y artísticas,…es mantenerse en el underground mantenerse en la subversión entonces tú admiras o compadeces a Vargas Llosa a Cortázar etcétera yo los admiro muchísimo como escritores a todos ellos digamos que yo de esta especie de gran instala…
ref_mario-vargas-llosa,Mario Vargas Llosa,reference,Culturales y artísticas,…lo más difícil es mantenerse en el underground mantenerse en la subversión entonces tú admiras o compadeces a Vargas Llosa a Cortázar etcétera yo los admiro muchísimo como escritores a todos ellos digamos que yo de esta especie de g…
ref_dante-alighieri,Dante Alighieri,reference,Culturales y artísticas,…zama yo evoco con frecuencia una anécdota de un texto de Borges Borges cuenta en un texto sobre el inferno de Dante que hay un tigre enjaulado un tigre enjaulado en Pisa si mal no recuerdo y que este tigre de momento tiene la…
ref_pablo-picasso,Pablo Picasso,reference,Culturales y artísticas,…fue primero si Lezama o Góngora como quizás un día no se sepa tampoco quien copió las meninas si Velázquez o Picasso puede ser que un día la historia que todo lo confunde y que todo lo iguala llegue a pensar que las que están…
ref_diego-velazquez,Diego Velázquez,reference,Culturales y artísticas,…e sepa quien fue primero si Lezama o Góngora como quizás un día no se sepa tampoco quien copió las meninas si Velázquez o Picasso puede ser que un día la historia que todo lo confunde y que todo lo iguala llegue a pensar que las…
ref_mark-rothko,Mark Rothko,reference,Culturales y artísticas,…naranja y esto sí quizás no es el pintor sino el ser humano que más me ha interesado que es el americano Mark Rothko y que trabajó durante muchos años con el rojo y con el naranja. su exploración del rojo fue tan radical y tan…
ref_luis-feito,Luis Feito,reference,Culturales y artísticas,…dmiro enormemente y que practica el rojo. Yo creo que es uno de los grandes exploradores del rojo que es Luis Feito. Se trata de un pintor que ha voluntariamente reducido su gama al rojo y creo que ha logrado en el rojo una e…
ref_leonor-fini-ilustradora,Leonor Fini (ilustradora),reference,Culturales y artísticas,…o en 69 en Stuttgart flamenco y mood índigo el mismo año 71 aparece Maravillas de la naturaleza ilustrado por Leonor Fini es un libro objeto de JJ Jean-Jacques Pauver que ha sido uno de los grandes especialistas en la erotología eu…
ref_roland-barthes-semiologia,Roland Barthes (semiología),reference,Pensamiento y conocimiento,…en cierto modo has pertenecido digamos que mi pertenencia está totalmente cifrada yo soy un alumno de Roland Barthes efectivamente yo se supone que pertenezco al grupo pero me he limitado a escuchar aquí está una reunión del g…
ref_semiologia,Semiología,reference,Pensamiento y conocimiento,…la medicina en definitiva me quedó muy poco pero me quedó algo que quizás sea interesante anotar y es que la semiología es decir la ciencia de los signos la ciencia que se ocupa de todos los signos a la cual quizás pertenezca en…
ref_estructuralismo,Estructuralismo,reference,Pensamiento y conocimiento,…oland Barthes que está en el centro y Julia Cristeva la escritora y la semióloga justamente esta creadora del estructuralismo nos hemos adelantado nos hemos ido a París en uno de los cursos de la conversación vamos a saltar un poco sob…
ref_linguistica,Lingüística,reference,Pensamiento y conocimiento,…s pertenezca en definitiva la literatura esta semiología fue inventada por la medicina no es un invento de la lingüística es un invento de la medicina es decir cuando el médico estudia los síntomas del paciente está practicando la…
ref_budismo,Budismo,reference,Pensamiento y conocimiento,…ando de derramar el color. Llegó hasta ese extremo contradictorio con... extremadamente contradictorio con el budismo que se le aplica puesto que quizás en esta moral que es el budismo puesto que no se trata de una religión lo…
ref_buda-sakyamuni,Buda (Sakyamuni),reference,Pensamiento y conocimiento,…ibro saldrá publicado muy pronto también en España en Seix Barral se llama Maitreya Maitreya es el nombre del Buda que los budistas esperan los budistas consideran que el mensaje del Buda Sakyamuni el Buda histórico terminar…
ref_sakyamuni-buda-historico,Sakyamuni (Buda histórico),reference,Pensamiento y conocimiento,…treya Maitreya es el nombre del Buda que los budistas esperan los budistas consideran que el mensaje del Buda Sakyamuni el Buda histórico terminará un día y que vendrá otro Buda que vendrá un Buda con un nuevo mensaje ese Buda se…
ref_vishnu-tradicion-hinduista,Vishnu (tradición hinduista),reference,Pensamiento y conocimiento,…s es lo que se llama un Sadhu en la India es decir es un monje peregrino el tridente que tiene es el signo de Vishnu es un un monje de la religión Vishnuita y debo de haberlo visto en el sur de la India imagino cerca quizás de…
ref_vishnuita-devoto-de-vishnu,Vishnuita (devoto de Vishnu),reference,Pensamiento y conocimiento,…ndia es decir es un monje peregrino el tridente que tiene es el signo de Vishnu es un un monje de la religión Vishnuita y debo de haberlo visto en el sur de la India imagino cerca quizás de de Madras o de Mahvalipurán o de Kanchi…
ref_maitreya-bodhisattva-futuro,Maitreya (Bodhisattva futuro),reference,Pensamiento y conocimiento,"…l, en mis libros hay una historia, hay un desarrollo, hay incluso un aspecto en el próximo libro que se llama Maitreya relativamente policíaco, hay todo esto, si se quiere, hay mucho color, pero lo que importa es que él esté en…"
ref_son-de-la-loma-cancion,Son de la loma (canción),reference,Culturales y artísticas,…de dónde son los cantantes de modo que el libro ¿qué es el libro? pues yo diría exactamente esto este son el son de la loma que es un poco el emblema de Cuba es el momento en que lo español se funde con lo negro con lo mulato y el mo…
ref_flauta-china,Flauta china,reference,Culturales y artísticas,…ue la orquesta cubana la magnífica orquesta cubana tiene como centro un instrumento este instrumento se llama flauta china y viene de China esto me parece un fenómeno totalmente maravilloso que la orquesta cubana con la percusión af…
ref_flamenco-referencia-musical,Flamenco (referencia musical),reference,Culturales y artísticas,…representaba la playa se vendían en el vestíbulo dos libros de poemas que habían aparecido en 69 en Stuttgart flamenco y mood índigo el mismo año 71 aparece Maravillas de la naturaleza ilustrado por Leonor Fini es un libro objet…
ref_cuba,Cuba,reference,Contexto socio-histórico,"…osé Lezama Lima, Alejo Carpentier, Guillermo Cabrera Infante, Reinaldo Arenas y Severo Sarduy, que hoy cuenta Cuba con los mayores exponentes de la literatura neobarroca en la América Hispana. Esto está al principio de un en…"
ref_la-habana,La Habana,reference,Contexto socio-histórico,"…de patrimonio. Creo que la escritura es heredada. ¿Ellos siguen viviendo en Cuba? Sí. Ellos viven en Cuba, en La Habana, con mi hermano. ¿Y de dónde vienen los Sarduy? Ah, pues es una pregunta que me interesa muchísimo. Recibí de…"
ref_camaguey,Camagüey,reference,Contexto socio-histórico,"…ado nuestra invitación. Bueno, vamos a hablar naturalmente de la vida y de la obra de este cubano que nace en Camagüey el 25 de febrero del año 1937. ¿Cómo era Camagüey por esas fechas? Ah, muy curioso que esa pregunta sea plant…"
ref_espana,España,reference,Contexto socio-histórico,"…rero del año 1937. ¿Cómo era Camagüey por esas fechas? Ah, muy curioso que esa pregunta sea planteada aquí en España, porque Camagüey por esas fechas era España. Es decir, las ciudades nuestras, las ciudades del interior de Cu…"
ref_madrid,Madrid,reference,Contexto socio-histórico,"…idea siguiente, me preguntaron, me pidieron para esta colección magnífica de Espiral, de Fundamentos, aquí en Madrid, me pidieron este libro, este libro monográfico. De modo que yo pensé una cosa, la biografía de un hombre, fi…"
ref_barcelona,Barcelona,reference,Contexto socio-histórico,…on los cantantes? es una novela que está prácticamente agotada si será reeditada muy pronto por Sex Barral en Barcelona Barral la rechazó cuando le fue presentada si de tal manera que se publicó primero en Francia me parece se pu…
ref_francia,Francia,reference,Contexto socio-histórico,…Sex Barral en Barcelona Barral la rechazó cuando le fue presentada si de tal manera que se publicó primero en Francia me parece se publicó primero en Francia y más tarde por fin se abrió camino en Castellano tuvo una vida muy d…
ref_paris,París,reference,Contexto socio-histórico,"…bién sobre las paredes. He leído algún ensayo o alguna narración de algún escritor que ha visitado tu casa en París, tu apartamento a unos kilómetros de París, donde dice que en cuanto senta se encuentra uno con una pieza pin…"
ref_india-pais,India (país),reference,Contexto socio-histórico,…ste personaje este este hombre tan interesante y tan lleno de irradiaciones es lo que se llama un Sadhu en la India es decir es un monje peregrino el tridente que tiene es el signo de Vishnu es un un monje de la religión Vish…
ref_madras-india,Madras (India),reference,Contexto socio-histórico,…un un monje de la religión Vishnuita y debo de haberlo visto en el sur de la India imagino cerca quizás de de Madras o de Mahvalipurán o de Kanchipurán son grandes caminantes indios y lo mismo que este es el personaje sí he pr…
ref_mahabalipuram-india,Mahabalipuram (India),reference,Contexto socio-histórico,…de la religión Vishnuita y debo de haberlo visto en el sur de la India imagino cerca quizás de de Madras o de Mahvalipurán o de Kanchipurán son grandes caminantes indios y lo mismo que este es el personaje sí he preferido traer a es…
ref_kanchipuram-india,Kanchipuram (India),reference,Contexto socio-histórico,…hnuita y debo de haberlo visto en el sur de la India imagino cerca quizás de de Madras o de Mahvalipurán o de Kanchipurán son grandes caminantes indios y lo mismo que este es el personaje sí he preferido traer a estos personajes y…
ref_fujiyama-monte-fuji-japon,"Fujiyama (Monte Fuji, Japón)",reference,Contexto socio-histórico,…se ha dicho es el desarrollo de una frase que escuchó Severo en la playa por azar Cobra se mató en jet en el Fujiyama sí cuéntanos un poco cómo fue bueno en definitiva esto yo creo que prueba efectivamente lo que yo decía ahori…
ref_altamira-cuevas-espana,"Altamira (cuevas, España)",reference,Contexto socio-histórico,"…cido su gama al rojo y creo que ha logrado en el rojo una exploración al mismo tiempo rupestre, por supuesto, altamira, y sanguínea, una especie de atomización del rojo como si fueran átomos, átomos sanguíneos que se dispersan.…"
ref_cordoba-espana,Córdoba (España),reference,Contexto socio-histórico,…también la palabra barroco es un anagrama de la palabra barroco y a mí me gusta oír en esta palabra un eco de Córdoba es decir de Góngora evidentemente de la ciudad de Góngora en definitiva esto suena un poco como Córdoba ¿no?…
ref_matamoros-cubamexico-aclarar,Matamoros (Cuba/México; aclarar),reference,Contexto socio-histórico,"…visar décimas y hacer competencias de improvisación. Los decimistas famosos. Los decimistas famosos, como los matamoros, por ejemplo. De modo que quizás lo que me interesa en ese texto es efectivamente la sensibilidad ya a detall…"
ref_pisa-italia,Pisa (Italia),reference,Contexto socio-histórico,…e Borges Borges cuenta en un texto sobre el inferno de Dante que hay un tigre enjaulado un tigre enjaulado en Pisa si mal no recuerdo y que este tigre de momento tiene la intuición de que su vida en esa jaula tiene un destin…
ref_stuttgart-alemania,Stuttgart (Alemania),reference,Contexto socio-histórico,…donde se representaba la playa se vendían en el vestíbulo dos libros de poemas que habían aparecido en 69 en Stuttgart flamenco y mood índigo el mismo año 71 aparece Maravillas de la naturaleza ilustrado por Leonor Fini es un li…
ref_estrenorepresentacion-de-la-playa-teatro,Estreno/representación de 'La playa' (teatro),reference,Contexto socio-histórico,…gada a Buenos Aires en el 69 ¿no? vamos agotando los plazos en 1971 primera obra de teatro una pieza titulada La playa que se estrena en Castle sí ahora acaba de pasar en París también en el Teatre d'Orsay esta pieza ha sido rep…
ref_teatro-castle-posible-chatelet-sede-de-representacion,Teatro 'Castle' (posible Châtelet) — sede de representación,reference,Contexto socio-histórico,…9 ¿no? vamos agotando los plazos en 1971 primera obra de teatro una pieza titulada La playa que se estrena en Castle sí ahora acaba de pasar en París también en el Teatre d'Orsay esta pieza ha sido representada también sí se t…
ref_orsay-espacioteatro,Orsay (espacio/teatro),reference,Contexto socio-histórico,…una pieza titulada La playa que se estrena en Castle sí ahora acaba de pasar en París también en el Teatre d'Orsay esta pieza ha sido representada también sí se trata pues de una pieza de playa si así puede decirse en fin so…
ref_revolucion-cuba-mencion-generica,Revolución (Cuba) — mención genérica,reference,Contexto socio-histórico,…ar de gestos sí bueno gestos es una novela yo diría extremadamente narrativa que cuenta una experiencia de la revolución cubana simplemente cuenta la vida de una cantante negra que se decide por amor a poner una bomba en una plant…
ref_seix-barral-correccion-de-sex-barral,Seix Barral (corrección de 'Sex Barral'),reference,Culturales y artísticas,…la ¿de dónde son los cantantes? es una novela que está prácticamente agotada si será reeditada muy pronto por Sex Barral en Barcelona Barral la rechazó cuando le fue presentada si de tal manera que se publicó primero en Francia me…
