source,target,relation
ref_ruben-dario,cat_culturales,belongs_to
ref_garcia-marquez,cat_culturales,belongs_to
ref_roma,cat_contexto,belongs_to
ref_marcel-proust,cat_culturales,belongs_to
ref_barcelona,cat_contexto,belongs_to
ref_montevideo,cat_contexto,belongs_to
ref_pablo-casals-chelista,cat_culturales,belongs_to
aut_benedetti,ref_julio-verne,mentions
aut_benedetti,ref_marcel-proust,mentions
aut_benedetti,ref_pablo-neruda,mentions
aut_benedetti,ref_jorge-luis-borges,mentions
aut_benedetti,ref_julio-cortazar,mentions
aut_benedetti,ref_juan-rulfo,mentions
aut_benedetti,ref_gabriel-garcia-marquez,mentions
aut_benedetti,ref_uruguay,mentions
aut_benedetti,ref_montevideo,mentions
aut_benedetti,ref_suiza,mentions
aut_benedetti,ref_buenos-aires,mentions
aut_benedetti,ref_argentina,mentions
aut_benedetti,ref_mexico,mentions
aut_benedetti,ref_paris,mentions
aut_benedetti,ref_europa,mentions
aut_borges1,ref_ceguera-progresiva,mentions
aut_borges1,ref_fervor-de-buenos-aires-1923,mentions
aut_borges1,ref_miguel-de-cervantes,mentions
aut_borges1,ref_don-quijote-de-la-mancha,mentions
aut_borges1,ref_francisco-de-quevedo,mentions
aut_borges1,ref_joseph-conrad,mentions
aut_borges1,ref_robert-louis-stevenson,mentions
aut_borges1,ref_antonio-machado,mentions
aut_borges1,ref_holderlin,mentions
aut_borges1,ref_argentina,mentions
aut_borges1,ref_buenos-aires,mentions
aut_borges1,ref_espana,mentions
aut_borges1,ref_sevilla,mentions
aut_borges1,ref_mallorca,mentions
aut_borges1,ref_palma-de-mallorca,mentions
aut_borges1,ref_barcelona,mentions
aut_borges1,ref_ginebra,mentions
aut_borges1,ref_suiza,mentions
aut_borges1,ref_inglaterra,mentions
aut_borges1,ref_italia,mentions
aut_borges1,ref_francia,mentions
aut_borges1,ref_estados-unidos,mentions
aut_borges2,ref_ceguera-progresiva,mentions
aut_borges2,ref_victoria-ocampo,mentions
aut_borges2,ref_miguel-de-unamuno,mentions
aut_borges2,ref_alfonso-reyes,mentions
aut_borges2,ref_fervor-de-buenos-aires-1923,mentions
aut_borges2,ref_miguel-de-cervantes,mentions
aut_borges2,ref_joseph-conrad,mentions
aut_borges2,ref_holderlin,mentions
aut_borges2,ref_francisco-de-quevedo,mentions
aut_borges2,ref_ricardo-guiraldes-don-segundo-sombra,mentions
aut_borges2,ref_espana,mentions
aut_borges2,ref_estados-unidos,mentions
aut_borges2,ref_japon,mentions
aut_borges2,ref_suiza,mentions
aut_borges2,ref_palma-de-mallorca,mentions
aut_borges2,ref_edimburgo,mentions
aut_cabrera-infante,ref_jose-lezama-lima,mentions
aut_cabrera-infante,ref_alejo-carpentier,mentions
aut_cabrera-infante,ref_la-habana,mentions
aut_cabrera-infante,ref_bruselas,mentions
aut_cabrera-infante,ref_barcelona,mentions
aut_cabrera-infante,ref_madrid,mentions
aut_cabrera-infante,ref_espana,mentions
aut_cabrera-infante,ref_londres,mentions
aut_cabrera-infante,ref_inglaterra,mentions
aut_cabrera-infante,ref_colorado,mentions
aut_cabrera-infante,ref_nueva-york,mentions
aut_carpentier,ref_federico-garcia-lorca,mentions
aut_carpentier,ref_herrera-petere,mentions
aut_carpentier,ref_pio-baroja,mentions
aut_carpentier,ref_miguel-de-unamuno,mentions
aut_carpentier,ref_guillermo-de-torre,mentions
aut_carpentier,ref_rafael-alberti,mentions
aut_carpentier,ref_miguel-de-cervantes-don-quijote-de-la-mancha,mentions
aut_carpentier,ref_marcel-proust,mentions
aut_carpentier,ref_miguel-angel-asturias,mentions
aut_carpentier,ref_jose-lezama-lima,mentions
aut_carpentier,ref_diego-rivera,mentions
aut_carpentier,ref_victor-hugo,mentions
aut_carpentier,ref_william-faulkner,mentions
aut_carpentier,ref_la-habana,mentions
aut_carpentier,ref_madrid,mentions
aut_carpentier,ref_paris,mentions
aut_carpentier,ref_caracas,mentions
aut_carpentier,ref_espana,mentions
aut_carpentier,ref_cuba,mentions
aut_carpentier,ref_mexico-pais,mentions
aut_carpentier,ref_nueva-york,mentions
aut_carpentier,ref_orinoco-rio,mentions
aut_carpentier,ref_alfonso-reyes,mentions
aut_cortazar,ref_garcia-marquez,mentions
aut_cortazar,ref_vargas-llosa,mentions
aut_cortazar,ref_carlos-fuentes,mentions
aut_cortazar,ref_miguel-angel-asturias,mentions
aut_cortazar,ref_ernest-hemingway,mentions
aut_cortazar,ref_feria-del-libro-de-frankfurt,mentions
aut_cortazar,ref_suiza,mentions
aut_cortazar,ref_espana,mentions
aut_cortazar,ref_barcelona,mentions
aut_cortazar,ref_argentina,mentions
aut_cortazar,ref_buenos-aires,mentions
aut_cortazar,ref_roma,mentions
aut_cortazar,ref_bruselas,mentions
aut_cortazar,ref_paris,mentions
aut_cortazar,ref_italia,mentions
aut_cortazar,ref_mexico-pais,mentions
aut_cortazar,ref_caracas,mentions
aut_donoso,ref_mario-vargas-llosa,mentions
aut_donoso,ref_carlos-fuentes,mentions
aut_donoso,ref_julio-cortazar,mentions
aut_donoso,ref_gabriel-garcia-marquez,mentions
aut_donoso,ref_seix-barral-editorial,mentions
aut_donoso,ref_universidad-de-chile,mentions
aut_donoso,ref_santiago-de-chile,mentions
aut_donoso,ref_chile,mentions
aut_donoso,ref_barcelona,mentions
aut_donoso,ref_paris,mentions
aut_donoso,ref_nueva-york,mentions
aut_donoso,ref_mallorca,mentions
aut_donoso,ref_colorado,mentions
aut_donoso,ref_buenos-aires,mentions
aut_donoso,ref_estados-unidos,mentions
aut_donoso,ref_mexico,mentions
aut_edwards,ref_alfonso-reyes,mentions
aut_edwards,ref_ruben-dario,mentions
aut_edwards,ref_luis-de-gongora,mentions
aut_edwards,ref_francisco-de-quevedo,mentions
aut_edwards,ref_albert-camus,mentions
aut_edwards,ref_mario-vargas-llosa,mentions
aut_edwards,ref_jorge-luis-borges,mentions
aut_edwards,ref_ricardo-guiraldes-don-segundo-sombra,mentions
aut_edwards,ref_federico-garcia-lorca,mentions
aut_edwards,ref_rafael-alberti,mentions
aut_edwards,ref_miguel-de-cervantes-don-quijote-de-la-mancha,mentions
aut_edwards,ref_chile,mentions
aut_edwards,ref_cuba,mentions
aut_fuentes,ref_julio-verne,mentions
aut_fuentes,ref_robert-louis-stevenson,mentions
aut_fuentes,ref_jean-paul-sartre,mentions
aut_fuentes,ref_octavio-paz,mentions
aut_fuentes,ref_vargas-llosa,mentions
aut_fuentes,ref_garcia-marquez,mentions
aut_fuentes,ref_british-council,mentions
aut_fuentes,ref_montevideo,mentions
aut_fuentes,ref_rio-de-janeiro,mentions
aut_fuentes,ref_nueva-york,mentions
aut_fuentes,ref_santiago-de-chile,mentions
aut_fuentes,ref_buenos-aires,mentions
aut_fuentes,ref_ciudad-de-mexico,mentions
aut_fuentes,ref_ginebra,mentions
aut_fuentes,ref_suiza,mentions
aut_fuentes,ref_paris,mentions
aut_fuentes,ref_espana,mentions
aut_fuentes,ref_festival-de-san-sebastian-cine,mentions
aut_fuentes,ref_hernan-cortes,mentions
aut_fuentes,ref_cuauhtemoc,mentions
aut_fuentes,ref_pablo-casals-chelista,mentions
aut_fuentes,ref_mexico,mentions
aut_fuentes,ref_jalisco,mentions
aut_fuentes,ref_lima,mentions
aut_fuentes,ref_peru,mentions
aut_fuentes,ref_andalucia,mentions
aut_fuentes,ref_sevilla,mentions
aut_mujica-lainez,ref_victoria-ocampo,mentions
aut_mujica-lainez,ref_ernesto-sabato,mentions
aut_mujica-lainez,ref_cordoba-sierras,mentions
aut_mujica-lainez,ref_rio-de-janeiro,mentions
aut_mujica-lainez,ref_nueva-york,mentions
aut_mujica-lainez,ref_roma-italia,mentions
aut_mujica-lainez,ref_paris,mentions
aut_mujica-lainez,ref_londres,mentions
aut_octavio-paz,ref_ruben-dario,mentions
aut_octavio-paz,ref_miguel-de-cervantes,mentions
aut_octavio-paz,ref_luis-de-gongora,mentions
aut_octavio-paz,ref_rafael-alberti,mentions
aut_octavio-paz,ref_juan-ramon-jimenez,mentions
aut_octavio-paz,ref_cesar-vallejo,mentions
aut_octavio-paz,ref_pio-baroja,mentions
aut_octavio-paz,ref_antonio-machado,mentions
aut_octavio-paz,ref_miguel-de-unamuno,mentions
aut_octavio-paz,ref_herrera-petere,mentions
aut_octavio-paz,ref_diego-rivera,mentions
aut_octavio-paz,ref_budismo,mentions
aut_octavio-paz,ref_mexico,mentions
aut_octavio-paz,ref_espana,mentions
aut_octavio-paz,ref_ciudad-de-mexico,mentions
aut_octavio-paz,ref_andalucia,mentions
aut_octavio-paz,ref_barcelona,mentions
aut_octavio-paz,ref_paris,mentions
aut_octavio-paz,ref_nueva-york,mentions
aut_octavio-paz,ref_estados-unidos,mentions
aut_octavio-paz,ref_japon,mentions
aut_octavio-paz,ref_cuauhtemoc,mentions
aut_octavio-paz,ref_hernan-cortes,mentions
aut_onetti,ref_julio-cortazar,mentions
aut_onetti,ref_mario-vargas-llosa,mentions
aut_onetti,ref_gabriel-garcia-marquez,mentions
aut_onetti,ref_carlos-fuentes,mentions
aut_onetti,ref_william-faulkner,mentions
aut_onetti,ref_ernest-hemingway,mentions
aut_onetti,ref_pio-baroja,mentions
aut_onetti,ref_uruguay,mentions
aut_onetti,ref_buenos-aires,mentions
aut_onetti,ref_montevideo,mentions
aut_onetti,ref_madrid,mentions
aut_onetti,ref_londres,mentions
aut_onetti,ref_estados-unidos,mentions
aut_onetti,ref_inglaterra,mentions
aut_onetti,ref_francia,mentions
aut_onetti,ref_espana,mentions
aut_petit-de-murat,ref_montevideo,mentions
aut_petit-de-murat,ref_paris,mentions
aut_petit-de-murat,ref_madrid,mentions
aut_petit-de-murat,ref_barcelona,mentions
aut_petit-de-murat,ref_la-plata,mentions
aut_petit-de-murat,ref_jorge-luis-borges,mentions
aut_petit-de-murat,ref_ernesto-sabato,mentions
aut_petit-de-murat,ref_julio-cortazar,mentions
aut_petit-de-murat,ref_dante-alighieri,mentions
aut_petit-de-murat,ref_federico-garcia-lorca,mentions
aut_petit-de-murat,ref_miguel-de-unamuno,mentions
aut_petit-de-murat,ref_espana,mentions
aut_petit-de-murat,ref_italia,mentions
aut_petit-de-murat,ref_uruguay,mentions
aut_petit-de-murat,ref_chile,mentions
aut_petit-de-murat,ref_peru,mentions
aut_petit-de-murat,ref_mexico,mentions
aut_petit-de-murat,ref_londres,mentions
aut_petit-de-murat,ref_guillermo-de-torre,mentions
aut_puig,ref_julio-cortazar,mentions
aut_puig,ref_gabriel-garcia-marquez,mentions
aut_puig,ref_argentina,mentions
aut_puig,ref_provincia-de-buenos-aires,mentions
aut_puig,ref_espana,mentions
aut_puig,ref_roma-italia,mentions
aut_roa-bastos,ref_julio-cortazar,mentions
aut_roa-bastos,ref_gabriel-garcia-marquez,mentions
aut_roa-bastos,ref_mario-vargas-llosa,mentions
aut_roa-bastos,ref_carlos-fuentes,mentions
aut_roa-bastos,ref_juan-rulfo,mentions
aut_roa-bastos,ref_juan-carlos-onetti,mentions
aut_roa-bastos,ref_jorge-luis-borges,mentions
aut_roa-bastos,ref_festival-de-san-sebastian-cine,mentions
aut_roa-bastos,ref_pablo-casals-chelista,mentions
aut_roa-bastos,ref_british-council,mentions
aut_roa-bastos,ref_coran,mentions
aut_roa-bastos,ref_mahoma,mentions
aut_roa-bastos,ref_londres,mentions
aut_roa-bastos,ref_edimburgo,mentions
aut_roa-bastos,ref_paris,mentions
aut_roa-bastos,ref_francia,mentions
aut_roa-bastos,ref_espana,mentions
aut_roa-bastos,ref_barcelona,mentions
aut_roa-bastos,ref_andalucia,mentions
aut_roa-bastos,ref_buenos-aires,mentions
aut_roa-bastos,ref_argentina,mentions
aut_rulfo,ref_juan-carlos-onetti,mentions
aut_rulfo,ref_juan-marse,mentions
aut_rulfo,ref_julio-cortazar,mentions
aut_rulfo,ref_mario-vargas-llosa,mentions
aut_rulfo,ref_gabriel-garcia-marquez,mentions
aut_rulfo,ref_espana,mentions
aut_rulfo,ref_mexico,mentions
aut_rulfo,ref_jalisco,mentions
aut_rulfo,ref_barcelona,mentions
aut_sabato,ref_provincia-de-buenos-aires,mentions
aut_sabato,ref_don-quijote-de-la-mancha,mentions
aut_sabato,ref_ruben-dario,mentions
aut_sabato,ref_cesar-vallejo,mentions
aut_sabato,ref_argentina,mentions
aut_sabato,ref_buenos-aires,mentions
aut_sabato,ref_la-plata,mentions
aut_sabato,ref_cordoba-sierras,mentions
aut_sabato,ref_paris,mentions
aut_sabato,ref_bruselas,mentions
aut_sabato,ref_roma,mentions
aut_sabato,ref_madrid,mentions
aut_sabato,ref_europa,mentions
aut_sabato,ref_estados-unidos,mentions
aut_scorza,ref_miguel-angel-asturias,mentions
aut_scorza,ref_alejo-carpentier,mentions
aut_scorza,ref_juan-rulfo,mentions
aut_scorza,ref_pablo-neruda,mentions
aut_scorza,ref_ernesto-sabato,mentions
aut_scorza,ref_jorge-luis-borges,mentions
aut_scorza,ref_peru,mentions
aut_scorza,ref_espana,mentions
aut_severo-sarduy,ref_seix-barral-editorial,mentions
aut_severo-sarduy,ref_jorge-luis-borges,mentions
aut_severo-sarduy,ref_don-quijote-de-la-mancha,mentions
aut_severo-sarduy,ref_luis-de-gongora,mentions
aut_severo-sarduy,ref_juan-ramon-jimenez,mentions
aut_severo-sarduy,ref_cesar-vallejo,mentions
aut_severo-sarduy,ref_julio-cortazar,mentions
aut_severo-sarduy,ref_mario-vargas-llosa,mentions
aut_severo-sarduy,ref_dante-alighieri,mentions
aut_severo-sarduy,ref_budismo,mentions
aut_severo-sarduy,ref_cuba,mentions
aut_severo-sarduy,ref_la-habana,mentions
aut_severo-sarduy,ref_espana,mentions
aut_severo-sarduy,ref_madrid,mentions
aut_severo-sarduy,ref_barcelona,mentions
aut_severo-sarduy,ref_francia,mentions
aut_severo-sarduy,ref_paris,mentions
aut_skarmeta,ref_julio-cortazar,mentions
aut_skarmeta,ref_william-faulkner,mentions
aut_skarmeta,ref_gabriel-garcia-marquez,mentions
aut_skarmeta,ref_mario-vargas-llosa,mentions
aut_skarmeta,ref_jose-lezama-lima,mentions
aut_skarmeta,ref_juan-carlos-onetti,mentions
aut_skarmeta,ref_octavio-paz,mentions
aut_skarmeta,ref_santiago-de-chile,mentions
aut_skarmeta,ref_buenos-aires,mentions
aut_skarmeta,ref_universidad-de-chile,mentions
aut_skarmeta,ref_feria-del-libro-de-frankfurt,mentions
aut_uslar-pietri,ref_don-quijote-de-la-mancha,mentions
aut_uslar-pietri,ref_jorge-luis-borges,mentions
aut_uslar-pietri,ref_coran,mentions
aut_uslar-pietri,ref_mahoma,mentions
aut_uslar-pietri,ref_estados-unidos,mentions
aut_uslar-pietri,ref_orinoco-rio,mentions
aut_vargas-llosa,ref_lima,mentions
aut_vargas-llosa,ref_mario-vargas-llosa,mentions
aut_vargas-llosa,ref_victor-hugo,mentions
aut_vargas-llosa,ref_jean-paul-sartre,mentions
aut_vargas-llosa,ref_albert-camus,mentions
aut_vargas-llosa,ref_jorge-luis-borges,mentions
aut_vargas-llosa,ref_gabriel-garcia-marquez,mentions
aut_vargas-llosa,ref_juan-marse,mentions
aut_vargas-llosa,ref_octavio-paz,mentions
aut_vargas-llosa,ref_peru,mentions
aut_vargas-llosa,ref_espana,mentions
aut_vargas-llosa,ref_madrid,mentions
aut_vargas-llosa,ref_barcelona,mentions
aut_vargas-llosa,ref_estados-unidos,mentions
aut_vargas-llosa,ref_caracas,mentions
aut_vargas-llosa,ref_paris,mentions
