source,target,relation
ref_orinoco-rio,cat_contexto,belongs_to
ref_magdalena-rio,cat_contexto,belongs_to
ref_rin-sena-tamesis-rios-europeos,cat_contexto,belongs_to
ref_europa-dimension-continental,cat_contexto,belongs_to
ref_premio-de-la-real-academia-espanola-a-andres-eloy-blanco-1923,cat_contexto,belongs_to
ref_acto-solemne-en-santander-con-los-reyes-premio-a-e-blanco,cat_contexto,belongs_to
ref_fundacion-de-sela-momento-de-la-entrevista,cat_contexto,belongs_to
ref_mestizaje-cultural-concepto,cat_pensamiento,belongs_to
ref_tenochtitlan-ciudad-prehispanica,cat_pensamiento,belongs_to
ref_bernal-diaz-del-castillo-cronicas,cat_pensamiento,belongs_to
ref_garcilaso-de-la-vega-capitan-padre-del-inca,cat_pensamiento,belongs_to
ref_isabel-chimpuocchio-nusta,cat_pensamiento,belongs_to
ref_cortes-hernan,cat_pensamiento,belongs_to
ref_editorial-zeus-espana,cat_culturales,belongs_to
ref_editorial-salvat-biblioteca-basica,cat_culturales,belongs_to
ref_editorial-america-madrid,cat_culturales,belongs_to
ref_el-nacional-diario-caracas,cat_culturales,belongs_to
ref_el-noticiero-universal-espana,cat_culturales,belongs_to
ref_excelsior-ciudad-de-mexico,cat_culturales,belongs_to
ref_revista-vision-sede-en-londres,cat_culturales,belongs_to
ref_obras-selectas-tomo-en-espana,cat_culturales,belongs_to
ref_los-sada-posible-losada-ediciones,cat_culturales,belongs_to
ref_leyenda-negra-leyenda-dorada-conquista,cat_contexto,belongs_to
ref_leyes-de-indias-prohibicion-esclavitud-indigena,cat_contexto,belongs_to
ref_carta-de-lope-de-aguirre-a-felipe-ii-mencionado-como-lopez,cat_contexto,belongs_to
ref_esclavitud-negra-comercio-guinea,cat_contexto,belongs_to
ref_mercado-mundial-de-materias-primas-energia,cat_contexto,belongs_to
ref_figura-publica-televisiva-mas-de-20-anos,cat_personales,belongs_to
ref_redes-de-radio-y-television-en-venezuela-1500000-televisores,cat_contexto,belongs_to
ref_urbanizacion-tres-cuartas-partes-poblacion-urbana,cat_contexto,belongs_to
ref_geologia-meteorologia-mencionadas,cat_pensamiento,belongs_to
ref_comunicacion-humana-como-fundamento-juridico-vitoria,cat_pensamiento,belongs_to
ref_cervantes,cat_culturales,belongs_to
ref_sarmiento-obra-facundo,cat_culturales,belongs_to
ref_guerra-de-independencia-hispanoamericana-miranda-bolivar-sucre,cat_contexto,belongs_to
ref_salvador-de-madariaga-biografia-de-bolivar,cat_culturales,belongs_to
