source,target,relation
ref_mario-vargas-llosa,cat_culturales,belongs_to
ref_pantaleon-y-las-visitadoras-novela,cat_culturales,belongs_to
ref_jorge-luis-borges,cat_culturales,belongs_to
ref_romulo-gallegos-dona-barbara,cat_culturales,belongs_to
ref_ricardo-guiraldes-don-segundo-sombra,cat_culturales,belongs_to
ref_arturo-uslar-pietri-las-lanzas-coloradas,cat_culturales,belongs_to
ref_federico-garcia-lorca,cat_culturales,belongs_to
ref_rafael-alberti,cat_culturales,belongs_to
ref_miguel-de-cervantes-don-quijote-de-la-mancha,cat_culturales,belongs_to
ref_granma-periodico,cat_culturales,belongs_to
ref_buque-escuela-chileno-visita-a-la-habana,cat_culturales,belongs_to
ref_platon-republica-poetas-fuera-de-la-ciudad,cat_pensamiento,belongs_to
ref_universidad-de-princeton-conferencia-de-fidel-1959,cat_pensamiento,belongs_to
ref_historia-de-la-guerra-del-pacifico-lectura-de-fidel,cat_pensamiento,belongs_to
ref_salvador-allende-presidente,cat_contexto,belongs_to
ref_restablecimiento-relaciones-chilecuba,cat_contexto,belongs_to
ref_oea-bloqueo-a-cuba-1964-excepcion-mexico,cat_contexto,belongs_to
ref_mexico-excepcion-al-bloqueo,cat_contexto,belongs_to
ref_revolucion-cubana-utopismo-primera-etapa,cat_contexto,belongs_to
ref_che-guevara-ministro-de-industria,cat_contexto,belongs_to
ref_escuela-en-el-campo-politica-educativa,cat_contexto,belongs_to
ref_turismo-norteamericano-pre-revolucion,cat_contexto,belongs_to
ref_ausentismo-laboral-sin-incentivos-materiales,cat_contexto,belongs_to
ref_eberto-padilla-poeta-prision,cat_contexto,belongs_to
ref_seguridad-del-estado-obsesion,cat_contexto,belongs_to
ref_intentos-de-asesinato-contra-fidel-reconocidos-en-ee-uu,cat_contexto,belongs_to
ref_mercado-comun-europeo-mce-mencion-del-entrevistado,cat_contexto,belongs_to
ref_embajada-de-chile-en-lima-cargo-previo,cat_contexto,belongs_to
ref_revolucion-peruana-militar-nacionalismo,cat_contexto,belongs_to
ref_deuda-externa-de-chile-negociacion-en-paris,cat_contexto,belongs_to
ref_companias-del-cobre-juicios-en-francia,cat_contexto,belongs_to
ref_cacerolazos-amas-de-casa,cat_contexto,belongs_to
ref_unidad-popular-gobierno,cat_contexto,belongs_to
ref_gonzalez-videla-periodo-de-destierro-de-neruda,cat_contexto,belongs_to
ref_la-familia-edwards-y-el-mercurio-derecha-chilena,cat_contexto,belongs_to
ref_la-nacion-diario-rival,cat_contexto,belongs_to
ref_la-habana-cuba,cat_contexto,belongs_to
ref_chile,cat_contexto,belongs_to
ref_cuba,cat_contexto,belongs_to
ref_mexico-excepcion-al-bloqueo-oea,cat_contexto,belongs_to
ref_peru-embajada-chilena-revolucion-militar,cat_contexto,belongs_to
ref_paris-embajada-memorias-de-neruda,cat_contexto,belongs_to
ref_madrid-arguelles-libreros-de-viejo,cat_contexto,belongs_to
ref_barcelona-residencia-del-boom,cat_contexto,belongs_to
ref_londres-cosmopolitismo-del-boom,cat_contexto,belongs_to
ref_lima-residencia-temporal-inicio-de-novela,cat_contexto,belongs_to
ref_caracas-itinerario-de-autores,cat_contexto,belongs_to
ref_mexico-ciudad-y-pais-literarios,cat_contexto,belongs_to
ref_belgica-destino-diplomatico,cat_contexto,belongs_to
ref_francia-embajadas-y-redes,cat_contexto,belongs_to
ref_europa-cosmopolitismo,cat_contexto,belongs_to
ref_congreso-cultural-de-la-habana-1968,cat_contexto,belongs_to
ref_bloqueo-latinoamericano-a-cuba-1964,cat_contexto,belongs_to
ref_visita-del-buque-escuela-chileno-a-cuba,cat_contexto,belongs_to
ref_unidad-popular-huelgas-y-protestas-cacerolas,cat_contexto,belongs_to
ref_prision-de-eberto-padilla-1971,cat_contexto,belongs_to
ref_familia-edwards-clan-ramas,cat_personales,belongs_to
ref_joaquin-edwards-bello-escritor-y-periodista,cat_culturales,belongs_to
ref_andres-bello-gramatico-e-intelectual,cat_culturales,belongs_to
ref_cosmopolitismo-de-la-generacion-del-boom,cat_culturales,belongs_to
