source,target,relation
homero_odisea_ulises,categoria_referencias_culturales_y_artísticas,belongs_to
dante_alighieri_divina_comedia,categoria_referencias_culturales_y_artísticas,belongs_to
johann_wolfgang_von_goethe_fausto,categoria_referencias_culturales_y_artísticas,belongs_to
rabelais_françois,categoria_referencias_culturales_y_artísticas,belongs_to
stendhal,categoria_referencias_culturales_y_artísticas,belongs_to
marcel_proust,categoria_referencias_culturales_y_artísticas,belongs_to
laurence_sterne_tristram_shandy,categoria_referencias_culturales_y_artísticas,belongs_to
diego_de_torres_villarroel_vida,categoria_referencias_culturales_y_artísticas,belongs_to
lazarillo_de_tormes,categoria_referencias_culturales_y_artísticas,belongs_to
homero,categoria_referencias_culturales_y_artísticas,belongs_to
ricardo_güiraldes_don_segundo_sombra_alusivo,categoria_referencias_culturales_y_artísticas,belongs_to
josé_eustasio_rivera_la_vorágine_infierno_verdecaucheros,categoria_referencias_culturales_y_artísticas,belongs_to
rómulo_gallegos_canaima,categoria_referencias_culturales_y_artísticas,belongs_to
miguel_ángel_asturias,categoria_referencias_culturales_y_artísticas,belongs_to
gabriel_garcía_márquez_cien_años_de_soledad_el_otoño_del_patriarca_alusiones,categoria_referencias_culturales_y_artísticas,belongs_to
nicolás_guillén_poesía,categoria_referencias_culturales_y_artísticas,belongs_to
josé_lezama_lima,categoria_referencias_culturales_y_artísticas,belongs_to
onelio_jorge_cardoso_cuentos,categoria_referencias_culturales_y_artísticas,belongs_to
julio_antonio_mella,categoria_referencias_culturales_y_artísticas,belongs_to
carlos_baliño,categoria_referencias_culturales_y_artísticas,belongs_to
juan_marinello,categoria_referencias_culturales_y_artísticas,belongs_to
josé_carlos_mariátegui_amauta,categoria_referencias_culturales_y_artísticas,belongs_to
diego_rivera,categoria_referencias_culturales_y_artísticas,belongs_to
josé_clemente_orozco,categoria_referencias_culturales_y_artísticas,belongs_to
louis_althusser_continente_de_la_historiaeconomía,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
galileo_galilei,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
karl_marx_continente_de_la_economía,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
émile_zola,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
víctor_hugo,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
heráclito_el_agua_de_heráclito,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
ralph_waldo_emerson,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
walt_whitman,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
henry_david_thoreau,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
william_faulkner,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
quetzalcóatl_serpiente_emplumada,categoria_referencias_de_pensamiento_y_conocimiento,belongs_to
pablo_casals_violonchelista,categoria_referencias_culturales_y_artísticas,belongs_to
amadeo_roldán_compositor,categoria_referencias_culturales_y_artísticas,belongs_to
krzysztof_penderecki_ópera_sobre_comedias_bárbaras,categoria_referencias_culturales_y_artísticas,belongs_to
louis_jouvet_actordirector_de_teatro,categoria_referencias_culturales_y_artísticas,belongs_to
la_habana,categoria_contexto_sociohistórico,belongs_to
madrid,categoria_contexto_sociohistórico,belongs_to
parís,categoria_contexto_sociohistórico,belongs_to
caracas,categoria_contexto_sociohistórico,belongs_to
venezuela,categoria_contexto_sociohistórico,belongs_to
españa,categoria_contexto_sociohistórico,belongs_to
cuba,categoria_contexto_sociohistórico,belongs_to
méxico_país,categoria_contexto_sociohistórico,belongs_to
nueva_york,categoria_contexto_sociohistórico,belongs_to
tampa_ee_uu,categoria_contexto_sociohistórico,belongs_to
guadalupe_isla,categoria_contexto_sociohistórico,belongs_to
haití,categoria_contexto_sociohistórico,belongs_to
gran_sabana_venezuela,categoria_contexto_sociohistórico,belongs_to
orinoco_río,categoria_contexto_sociohistórico,belongs_to
mitla_méxico,categoria_contexto_sociohistórico,belongs_to
oaxaca_méxico_templo_de_santo_domingo,categoria_contexto_sociohistórico,belongs_to
oaxaca_santo_domingo_temploiglesia,categoria_contexto_sociohistórico,belongs_to
grupo_minorista_cuba_19231928,categoria_contexto_sociohistórico,belongs_to
dictadura_de_gerardo_machado_cuba,categoria_contexto_sociohistórico,belongs_to
lucas_fernández_peña_fundador_de_ciudades,categoria_referencias_personales_y_biográficas,belongs_to
padre_bombeckio_capuchino,categoria_referencias_personales_y_biográficas,belongs_to
mariano_brull_poeta,categoria_referencias_personales_y_biográficas,belongs_to
alfonso_reyes,categoria_referencias_personales_y_biográficas,belongs_to
robert_desnos,categoria_referencias_personales_y_biográficas,belongs_to
andré_breton,categoria_referencias_personales_y_biográficas,belongs_to
lo_real_maravilloso,categoria_referencias_culturales_y_artísticas,belongs_to
barroco_estética,categoria_referencias_culturales_y_artísticas,belongs_to
novela_épica_latinoamericana,categoria_referencias_culturales_y_artísticas,belongs_to
picaresca_española,categoria_referencias_culturales_y_artísticas,belongs_to
surrealismo,categoria_referencias_culturales_y_artísticas,belongs_to
