source,target,relation
ref_rousseau-el-contrato-social,cat_pensamiento,belongs_to
ref_escolastica-mundo-tridentino-de-felipe-ii,cat_pensamiento,belongs_to
ref_catolicismo-cultura-nocion-de-pecado,cat_pensamiento,belongs_to
ref_codigo-civil-napoleonico-modelo-estructural,cat_pensamiento,belongs_to
ref_derecho-mercantil-balzac-como-via,cat_pensamiento,belongs_to
ref_unam-implicito-escuela-de-derecho-en-mexico,cat_pensamiento,belongs_to
ref_universidad-de-sevilla-pedroso-rector,cat_pensamiento,belongs_to
ref_british-council,cat_pensamiento,belongs_to
ref_oit-organizacion-internacional-del-trabajo,cat_pensamiento,belongs_to
ref_nacionalizacion-del-petroleo-1938-por-lazaro-cardenas,cat_contexto,belongs_to
ref_alvaro-obregon-asesinato-1928,cat_contexto,belongs_to
ref_plutarco-elias-calles-maximato,cat_contexto,belongs_to
ref_partido-nacional-revolucionario-pri,cat_contexto,belongs_to
ref_articulo-27-constitucional-subsuelo,cat_contexto,belongs_to
ref_reforma-agraria,cat_contexto,belongs_to
ref_movimiento-estudiantil-de-1968-y-tlatelolco-2-de-octubre,cat_contexto,belongs_to
ref_luis-echeverria-apertura-democratica,cat_contexto,belongs_to
ref_jose-lopez-portillo-reforma-politica-legalizacion-de-partidos,cat_contexto,belongs_to
ref_partido-comunista-mexicano-legalizacion,cat_contexto,belongs_to
ref_partido-mexicano-de-los-trabajadores,cat_contexto,belongs_to
ref_partido-socialista-de-los-trabajadores,cat_contexto,belongs_to
ref_partido-sinarquista,cat_contexto,belongs_to
ref_peronismo-argentina,cat_contexto,belongs_to
ref_hugo-wast-ministro-de-educacion-martinez-subiria,cat_contexto,belongs_to
ref_canto-1-2-3-4-tenemos-peron-para-rato,cat_contexto,belongs_to
ref_felipe-gonzalez-lider-joven,cat_contexto,belongs_to
ref_adolfo-suarez-transicion,cat_contexto,belongs_to
ref_rey-juan-carlos-i,cat_contexto,belongs_to
ref_conde-de-aranda-commonwealth-hispanica,cat_contexto,belongs_to
ref_andre-malraux-opinion-sobre-espana,cat_contexto,belongs_to
ref_marxismo-y-realismo-socialista-critica,cat_contexto,belongs_to
ref_michel-foucault-quiebra-de-la-esperanza,cat_contexto,belongs_to
ref_edgar-morin-nouvel-observateur,cat_contexto,belongs_to
ref_union-sovietica-democracias-populares,cat_contexto,belongs_to
ref_mayakovski-vanguardia-sovietica,cat_contexto,belongs_to
ref_mexicoespana-exilio-republicano-intelectuales,cat_contexto,belongs_to
ref_niceto-alcala-zamora-mencionado-como-profesor-en-mexico,cat_contexto,belongs_to
ref_luis-recasens-siches,cat_contexto,belongs_to
ref_enrique-diez-canedo,cat_contexto,belongs_to
ref_institucion-libre-de-ensenanza-giner-de-los-rios,cat_contexto,belongs_to
ref_emilio-prados,cat_contexto,belongs_to
ref_manuel-altolaguirre,cat_contexto,belongs_to
ref_pedro-garfias,cat_contexto,belongs_to
ref_montevideo,cat_contexto,belongs_to
ref_rio-de-janeiro,cat_contexto,belongs_to
ref_washington-dc,cat_contexto,belongs_to
ref_nueva-york,cat_contexto,belongs_to
ref_santiago-de-chile,cat_contexto,belongs_to
ref_buenos-aires,cat_contexto,belongs_to
ref_ciudad-de-mexico,cat_contexto,belongs_to
ref_ginebra,cat_contexto,belongs_to
ref_suiza,cat_contexto,belongs_to
ref_paris,cat_contexto,belongs_to
ref_espana,cat_contexto,belongs_to
ref_morelos-estado,cat_contexto,belongs_to
ref_jalisco-estado,cat_contexto,belongs_to
ref_rio-santiago-canon,cat_contexto,belongs_to
ref_canon-del-colorado-comparacion,cat_contexto,belongs_to
ref_villalar-castilla,cat_contexto,belongs_to
ref_tenochtitlan,cat_contexto,belongs_to
ref_nacionalizacion-del-petroleo-mexico-1938,cat_contexto,belongs_to
ref_movimiento-estudiantil-1968-tlatelolco,cat_contexto,belongs_to
ref_feria-del-libro-de-frankfurt-mencionada,cat_contexto,belongs_to
ref_festival-de-san-sebastian-cine,cat_contexto,belongs_to
ref_restauracion-meiji-comparacion,cat_contexto,belongs_to
ref_cabalgatas-de-pancho-villa-y-emiliano-zapata-revolucion,cat_contexto,belongs_to
ref_plaza-de-las-tres-culturas-tlatelolco,cat_contexto,belongs_to
ref_virgen-de-guadalupe-simbolo,cat_pensamiento,belongs_to
ref_la-malinche-mito,cat_pensamiento,belongs_to
ref_sor-juana-ines-de-la-cruz,cat_pensamiento,belongs_to
ref_inquisicion-silencio-colonial,cat_pensamiento,belongs_to
ref_felipe-ii,cat_contexto,belongs_to
ref_carlos-v,cat_contexto,belongs_to
ref_infante-don-carlos,cat_contexto,belongs_to
ref_carlos-ii-el-hechizado,cat_contexto,belongs_to
ref_comuneros-de-castilla-derrota-en-1521,cat_contexto,belongs_to
ref_descubrimiento-de-america-1492,cat_contexto,belongs_to
ref_muerte-de-felipe-ii-1598,cat_contexto,belongs_to
ref_hernan-cortes,cat_contexto,belongs_to
ref_cuauhtemoc,cat_contexto,belongs_to
ref_pizarro,cat_contexto,belongs_to
ref_pedro-de-alvarado,cat_contexto,belongs_to
ref_larra-las-dos-espanas,cat_contexto,belongs_to
ref_leyenda-negra-espanola,cat_contexto,belongs_to
ref_w-h-auden-definicion-de-civilizacion,cat_contexto,belongs_to
ref_pablo-casals-chelista,cat_culturales,belongs_to
ref_diego-rivera-murales,cat_culturales,belongs_to
ref_estrella-de-cine-madre-en-zona-sagrada,cat_culturales,belongs_to
ref_mexico,cat_contexto,belongs_to
ref_canarias,cat_contexto,belongs_to
ref_murcia,cat_contexto,belongs_to
ref_morelos,cat_contexto,belongs_to
ref_jalisco,cat_contexto,belongs_to
ref_lima,cat_contexto,belongs_to
ref_peru,cat_contexto,belongs_to
ref_castilla,cat_contexto,belongs_to
ref_andalucia,cat_contexto,belongs_to
ref_sevilla,cat_contexto,belongs_to
ref_prado,cat_contexto,belongs_to
ref_tlatelolco,cat_contexto,belongs_to
ref_jalisco-2,cat_contexto,belongs_to
