source,target,relation
ref_surrealismo-como-movimiento-espiritual-breton,cat_pensamiento,belongs_to
ref_andre-breton-azar-electivo,cat_pensamiento,belongs_to
ref_conceptos-mascara-rajarse-abrirse-ninguneo,cat_pensamiento,belongs_to
ref_guerra-civil-espanola,cat_contexto,belongs_to
ref_franco,cat_contexto,belongs_to
ref_revolucion-mexicana,cat_contexto,belongs_to
ref_emiliano-zapata,cat_contexto,belongs_to
ref_soto-y-gama-anarquismo,cat_contexto,belongs_to
ref_propiedad-comunal-de-la-tierra,cat_contexto,belongs_to
ref_intervencion-francesa,cat_contexto,belongs_to
ref_liberal-jacobino-abuelo,cat_contexto,belongs_to
ref_estado-centralista-critica,cat_contexto,belongs_to
ref_union-sovietica-totalitarismo,cat_contexto,belongs_to
ref_china-totalitarismo,cat_contexto,belongs_to
ref_fai-federacion-anarquista-iberica,cat_contexto,belongs_to
ref_periodico-ce-soir-aragon,cat_contexto,belongs_to
ref_trotsky-en-mexico,cat_contexto,belongs_to
ref_movimiento-chicano-cesar-chavez,cat_contexto,belongs_to
ref_pachuco-chicano-definicion,cat_contexto,belongs_to
ref_castillo-najera-canciller,cat_contexto,belongs_to
ref_jose-gorostiza-subsecretario,cat_contexto,belongs_to
ref_programa-de-tv-mexicoespana-reanudacion-relaciones,cat_contexto,belongs_to
ref_congreso-de-parismadridbarcelonavalencia-1937,cat_contexto,belongs_to
ref_mexico,cat_contexto,belongs_to
ref_espana,cat_contexto,belongs_to
ref_ciudad-de-mexico,cat_contexto,belongs_to
ref_andalucia,cat_contexto,belongs_to
ref_asturias,cat_contexto,belongs_to
ref_medina-sidonia-cadiz,cat_contexto,belongs_to
ref_el-puerto-de-santa-maria-cadiz,cat_contexto,belongs_to
ref_mixcoac-cdmx,cat_contexto,belongs_to
ref_san-angel-san-angelin-cdmx,cat_contexto,belongs_to
ref_zocalo-cdmx,cat_contexto,belongs_to
ref_barcelona,cat_contexto,belongs_to
ref_valencia,cat_contexto,belongs_to
ref_paris,cat_contexto,belongs_to
ref_nueva-york,cat_contexto,belongs_to
ref_hotel-brevoort-nyc,cat_contexto,belongs_to
ref_los-angeles-ee-uu,cat_contexto,belongs_to
ref_estados-unidos,cat_contexto,belongs_to
ref_india,cat_contexto,belongs_to
ref_japon,cat_contexto,belongs_to
ref_china,cat_contexto,belongs_to
ref_chichen-itza,cat_contexto,belongs_to
ref_cuauhtemoc,cat_culturales,belongs_to
ref_hernan-cortes,cat_culturales,belongs_to
ref_fausto-goethe,cat_culturales,belongs_to
