source,target,relation
ref_buffalo_bill_coleccion,categoria_culturales_y_artisticas,belongs_to
ref_marcel_proust,categoria_culturales_y_artisticas,belongs_to
ref_pablo_neruda,categoria_culturales_y_artisticas,belongs_to
ref_jorge_luis_borges,categoria_culturales_y_artisticas,belongs_to
ref_julio_cortazar,categoria_culturales_y_artisticas,belongs_to
ref_juan_rulfo,categoria_culturales_y_artisticas,belongs_to
ref_gabriel_garcia_marquez,categoria_culturales_y_artisticas,belongs_to
ref_bucarest_encuentro_de_escritores_antologia,categoria_culturales_y_artisticas,belongs_to
ref_narradores_rumanos_antologia_prologo,categoria_culturales_y_artisticas,belongs_to
ref_suiza_de_america_vs_biafra_de_america_imagen_del_pais,categoria_pensamiento_y_conocimiento,belongs_to
ref_taquigrafia_oficio_tecnica,categoria_pensamiento_y_conocimiento,belongs_to
ref_generacion_del_900_uruguay,categoria_pensamiento_y_conocimiento,belongs_to
ref_censura_franquista_a_gracias_por_el_fuego,categoria_pensamiento_y_conocimiento,belongs_to
ref_rechazo_a_beca_guggenheim,categoria_pensamiento_y_conocimiento,belongs_to
ref_partido_colorado,categoria_contexto_sociohistorico,belongs_to
ref_partido_blanco_nacional,categoria_contexto_sociohistorico,belongs_to
ref_jose_gervasio_artigas,categoria_contexto_sociohistorico,belongs_to
ref_reglamento_provisorio_de_tierras_1815,categoria_contexto_sociohistorico,belongs_to
ref_jose_batlle_y_ordonez_uruguay_liberal,categoria_contexto_sociohistorico,belongs_to
ref_aparicio_saravia_lider_blanco,categoria_contexto_sociohistorico,belongs_to
ref_guerras_civiles_uruguayas,categoria_contexto_sociohistorico,belongs_to
ref_influencia_de_estados_unidos,categoria_contexto_sociohistorico,belongs_to
ref_antiimperialismo_desde_1959,categoria_contexto_sociohistorico,belongs_to
ref_tratado_militar_con_estados_unidos_volanteada,categoria_contexto_sociohistorico,belongs_to
ref_estadio_centenario_montevideo,categoria_contexto_sociohistorico,belongs_to
ref_nacional_vs_penarol_bicluvista,categoria_contexto_sociohistorico,belongs_to
ref_dictadura_estado_de_fuerza_en_uruguay,categoria_contexto_sociohistorico,belongs_to
ref_revolucion_cubana_impacto,categoria_contexto_sociohistorico,belongs_to
ref_casa_de_las_americas_consejo_de_direccion,categoria_contexto_sociohistorico,belongs_to
ref_exilios_latinoamericanos_clausuras_marcha_libros,categoria_contexto_sociohistorico,belongs_to
ref_encuentro_de_concepcion_chile_escritores_latinoamericanos,categoria_contexto_sociohistorico,belongs_to
ref_jornadas_de_teatro_nacional_premio,categoria_contexto_sociohistorico,belongs_to
ref_casa_de_las_americas_jurado_cuento_novela,categoria_contexto_sociohistorico,belongs_to
ref_viaje_a_estados_unidos_1959_conferencias_universitarias,categoria_contexto_sociohistorico,belongs_to
ref_viaje_a_europa_nueve_paises_museos,categoria_contexto_sociohistorico,belongs_to
ref_concurso_de_seix_barral_finalista,categoria_contexto_sociohistorico,belongs_to
ref_uruguay,categoria_contexto_sociohistorico,belongs_to
ref_montevideo,categoria_contexto_sociohistorico,belongs_to
ref_paso_de_los_toros,categoria_contexto_sociohistorico,belongs_to
ref_tacuarembo,categoria_contexto_sociohistorico,belongs_to
ref_rio_negro_uruguay_2,categoria_contexto_sociohistorico,belongs_to
ref_biafra_africa,categoria_contexto_sociohistorico,belongs_to
ref_suiza,categoria_contexto_sociohistorico,belongs_to
ref_buenos_aires,categoria_contexto_sociohistorico,belongs_to
ref_argentina,categoria_contexto_sociohistorico,belongs_to
ref_chile_concepcion,categoria_contexto_sociohistorico,belongs_to
ref_cuba_la_habana,categoria_contexto_sociohistorico,belongs_to
ref_mexico,categoria_contexto_sociohistorico,belongs_to
ref_estados_unidos_manhattan_nueva_york,categoria_contexto_sociohistorico,belongs_to
ref_manhattan_nyc,categoria_contexto_sociohistorico,belongs_to
ref_central_park_nyc,categoria_contexto_sociohistorico,belongs_to
ref_paris,categoria_contexto_sociohistorico,belongs_to
ref_europa,categoria_contexto_sociohistorico,belongs_to
ref_bucarest_rumania,categoria_contexto_sociohistorico,belongs_to
